Institution,Medium,Access,Month,Day,Year,Narrator,Creator,Location_Tags,Topic_Tags,Description,Link
Center of Southwest Studies,"Audio, Transcript",Contact Institution,December,9,1993,Amos Cordova,Cory Clauson,"Durango, La Plata County","Railroad, News & Media","Railroads, Narrow-gauge
Newspapers--Colorado--Durango--History Durango (Colo.)--History; About Narrator: Vice-President of the Durango and Silverton Narrow Gauge Railroad; Collection:U004: Southwest Oral History - BOX 5 ; Notes:Untrained Fort Lewis College oral history student in a Southwest History class taught by Richard Ellis.;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",January,20,1981,Amy D. Nelson Thompson,Dorothy Chadwick,,,"No general subjects listed.; About Narrator: No info provided.; Collection:U004 Box 14: Southwest Oral History ; Notes: She died several years prior to 1998; Interviewer is Daughter of Amy; No tapes; only a copy of the rewritten anecdotes based on oral history interviews taped at the home of Dorothy Chadwick during June of 1980 (and presumably added to on Jan. 20, 1980, as noted on page. 40).;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,April,24,1997,Amy Ginn,Elizabeth McPherson,"Durango, La Plata County",Medicine,"Midwifery--Colorado--Durango
Midwives--Colorado--Durango
Durango (Colo.)--History
; About Narrator: A certified nurse midwife, practicing midwifery through the office of Durango OB-GYN Association at Mercy Medical Center at the time of this interview.; Collection:U004: Southwest Oral History - BOX 33 ; Notes:By a student of Southwest Studies 341 (oral history class), for a class oral history project to document the current practice of midwifery in the Four Corners. Transcribed by Catherine Conrad at the Center of Southwest Studies in July of 1997; formatted and edited by Todd Ellison on July 22, 1997. A copy of the transcript was sent to the narrator and also to the interviewer on July 23, 1997.; Found in Box #33. TA 11/13/2020",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",September,10,1970,and Mrs. Ira Hatch,Gregory C. Floyd A.; Thompson O'Neil,,Native American,"No general subjects listed.; About Narrator: No info provided.; Collection:U008 Box 1: American Indian Oral History Project ; Notes:Both Mr. and Mrs. Hatch were born in 1898. Interviewed in Mercy Hospital, Durango; Duke interview #636;",
Center of Southwest Studies,Audio,Contact Institution,,,1989,Andrew Becenti on side B. Ernestine on side A Lynch,Sherree Gallegas,,,,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,February,22,1995,Andrew Wynne,Ashley Gibbons,"Durango, La Plata County",Environmentalism,"Green movement Environmental issues--Activism Durango (Colo.)--History; About Narrator: Fort Lewis College student.; Collection:U001: FLC Oral Histories - BOX 24 ; Notes:By and with Fort Lewis College Southwest Studies 341 oral history students. This audiotaped interview was transcribed by Center of Southwest Studies student worker Brookes Boswell on 2/19/1999 and was edited and formatted by Center Archivist Todd Ellison on February 22, 1999.;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",,,,Angela Shry,Duane A. Smith,"Durango, La Plata County",,No general subjects listed.; About Narrator: No info provided.; Collection:U003 Box ?: Durango Oral Histories ; Notes:(Duplicate listing; filed under co-narrator J. Sponsel.);,
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",June,30,1977,Anna Bonavida,Duane Smith,"Durango, La Plata County",Banks & Banking,Banks and banking--Colorado--Durango--History Durango (Colo.)--History; About Narrator: No info provided.; Collection:U003: Durango Oral Histories ; Notes: ;,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,August,31,1993,Anna G. Calmett,Twila F. Brown,"Bayfield, La Plata County",,Custer County (Colo.)--History Bayfield (Colo.)--History; About Narrator: Lifelong Colorado resident.; Collection:U004: Southwest Oral History - BOX 4 ; Notes: ;,
Center of Southwest Studies,Audio,Contact Institution,April,1,2001,Anna Mae Symonds,Timothy McLaughlin,,,No general subjects listed.; About Narrator: No info provided.; Collection:U001: FLC Oral Histories ; Notes: ;,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,December,4,1992,Annabelle Eagle,Marietta Nevayaktewa,"Ignacio, La Plata County, Southern Ute Reservation","Ute, Native American","Ute Indians--Social conditions
Indians of North America--Social conditions
Ignacio (Colo.)--History; About Narrator: No info provided.; Collection:U004: Southwest Oral History - BOX 6 ; Notes:?) By a Fort Lewis College student in class of Farren Webb's. Transcribed by Center of Southwest Studies staff on March 11, 1993.;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,February,12,1995,Anne F. Hollister,Teresa M. Underwood,"Durango, La Plata County",Education & Schools,"College students--Colorado--Durango--Biography Fort Lewis College. Department of Southwest Studies Durango (Colo.)--History; About Narrator: Southwest Studies major at Fort Lewis College.; Collection:U001: FLC Oral Histories - BOX 24 ; Notes:By 2 non-traditional Fort Lewis College students of Southwest Studies 341. This audiotaped interview was transcribed by Center of Southwest Studies student worker Brookes Boswell on 2/18/1999 and was edited and formatted by Center Archivist Todd Ellison on February 22, 1999.;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,November,2,1993,Anne L. Isgar,Devin Sanders,,World War II,"World War, 1939-1945--Civilian service Los Angeles (Calif.); About Narrator: Born to Charles and Henrietta Wise in 1920 in Ridgway, Colorado. Married to Arthur Isgar in 1946. Five children. Worked for multiple line insurance agency for National Farmers Union for 16 years, and owner/manager of Siesta Motel for 5 years.; Collection:U011: World War II Oral History Project-Box 9 ; Notes:Transcribed by Center of Southwest Studies staff on Nov. 9, 1993.;",
Center of Southwest Studies,Audio,Contact Institution,April,1,1999,Anonymous FLC Student,Liz Cheney,,,,
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",,,1971,Anonymous Informant #1,Martin D. Topper,,"Native American, Navajo","No general subjects listed.; About Narrator: No info provided.; Collection:U016 Box 1: Indian Oral History Project ; Notes:Tape #751; A Navajo, of the Bitter Water clan; Continued on Nov. 9, 1970.; 11/8,9/1970; 15/02/71; 2/9/71; 02/15/71; 02/17/71; 3/2/7; 3/17/71; 4/7/71;4/12/71;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",,,1971,Anonymous Informant #2,Martin D. Topper,,"Native American, Navajo","No general subjects listed.; About Narrator: No info provided.; Collection:U016 Box 1: Indian Oral History Project ; Notes:A Navajo, of the Red Ass clan; ; 1/31/1971; 2/6/71; 2/9/71; 3/2/71; 3/17/71; 3/21/71; 3/23/71; 3/29/71; 4/7/71;4/12/71; 4/18/71",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",,,1971,Anonymous Informant #4`,Martin D. Topper,,"Native American, Navajo","No general subjects listed.; About Narrator: No info provided.; Collection:U016 Box 1: Indian Oral History Project ; Notes:A Navajo, of the Red Ass clan.; 3/21/71; 3/23/71 4/7/71; 4/12/71; 4/21/71",
Center of Southwest Studies,Audio,Contact Institution,December,7,1997,Anthony Jones,Elizabeth McPherson,,,"Oral history interview with Anthony Jones; About Narrator: No info provided.; Collection:M 063: Richard Ellis Papers - BOX 48 ; Notes:Interview conducted by a student in SW 330: Cowboys, Cattlemen and Popular Culture class.; 2005:11002.017/Accn. written on tape 2005:11002.046",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,February,21,2000,Anthony M. Begay,Stephen Hull,"Durango, La Plata County","Native American, Education & Schools","College students--Colorado--Durango--Biography Indian students Durango (Colo.)--History; About Narrator: No info provided.; Collection:U001: FLC Oral Histories - BOX 36 ; Notes:Between two students of Southwest Studies 341, oral history. (Interview # 555 is on side B of this tape). The tape was transcribed by Fort Lewis College student archival assistant Brookes Boswell in March, 2000; edited and formatted by Archivist Todd Ellison on April 5, 2000.;",
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",April,15,2001,Antonio Lee,Timothy McLaughlin,,"Education & Schools, Native American, Navajo","Indian Schools - New Mexico- Teec Nos Post, Teec Nos Pos (N.M.)
; About Narrator: Antionio Lee is Navajo from Northern Arizona, Which is a section of the Navajo Reservation. Lee is currently a student at Fort Lewis College and is seeking a degree in Sociology. The reason he wants a degree is so he can go back ot he reservation to help the Navajo People.; Collection:U004: Southwest Oral History - BOX 45 ; Notes:By a Fort Lewis College student of Southwest history. Transcribed by Center of Southwest Studies staff. Restricted to Tim McLaughlin, Todd Ellison and those persons designated by Mr. Lee. ; ""For Mclaughlin and Todd Ellison only."" Orig. Notes on Interview/File information, but there was more in finding aid. Please note finding aid has two identical entries, both with ""0"" tapes. There are two tapes in the box, each labeled Invterview 1, and Interview 2 respectfully. Tape length added as 120 here, as both tapes are 60 minutes, and transcript pages as 40, as both entires claim 20 pages. Needs to verify. LT 4/20/21",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,April,3,1994,Archie Ball,Tom Fuller,"Durango, La Plata County","World War II, Water, Construction","World War, 1939-1945 Dams--Colorado--Vallecito--Construction Durango (Colo.)--History; About Narrator: Retired construction worker and former Marine.; Collection:U004: Southwest Oral History - BOX 2 ; Notes: ;",
Center of Southwest Studies,Audio,Contact Institution,,,2008,Arden Anderson,Andrew Gulliford,,Outdoor Sports & Recreation,No general subjects listed.; About Narrator: Recreation and Wilderness Specialist for BLM.; Collection:U 018 ; Notes: ; Gunnison Office BLM 05/2008; 11/12/2008,
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",September,30,1976,Art Gomez,Duane Smith,"Durango, La Plata County","Education & Schools, Hispanic","Schools--Colorado--Durango Hispanic-Americans--Colorado--Durango Durango (Colo.)--History
; About Narrator: No info provided.; Collection:U003: Durango Oral Histories ; Notes: ;",
Center of Southwest Studies,Audio,Contact Institution,November,13,1990,Art Linn,E. Polly Hammer,,Forestry,No general subjects listed.; About Narrator: No info provided.; Collection:U.S. Forest Service ; Notes: ; Copy #1 1991-02-10.,
Center of Southwest Studies,"Audio, Transcript","Contact Institution, Online",March,22,1966,Art Thomas,Robert Delaney,,Protected Parks/Outdoor Areas,"National Parks and reserves - Colorado - Mesa Verde, National Parks - Colorado - Mesa Verde, Mesa Verde (Colo.)
; About Narrator: San Juan Heritage broadcast series segment on Mesa Verde. Guest speaker Art Thomas was superintendent of the Park. ; Collection:U004: Southwest Oral History - BOX 29 ; Notes:Master tape is one reel to reel tape of a KREZ television program entitled Assignment 6. Series co-hosts were Robert Delaney and former state Representative and long-time resident of the San Juan Basin, Arthur Wyatt. Transcribed from the Center's audiotape copy on Feb. 19, 1996 by Catherine Conrad, then edited and formatted by Todd Ellison on Feb. 20, 1996. Release has been signed by Dr. Delaney and by the Center.; Found in Box #30, updated tape #. TA 11/11/2020; MP3 Available online LT 4/15",https://swcenter.fortlewis.edu/finding_aids/MP3/FLCu004437.mp3
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",March,1,1989,"Arthur ""Runt"" Wilson",Regina Duncan,,,"No general subjects listed.; About Narrator: No info provided.; Collection:U004 Box 15: Southwest Oral History ; Notes:By one of Richard Ellis's Southwest history students; she transcribed it, too; date unsure.;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,December,18,1992,Arthur A. Bavaro,Brian D. Straski,,"Navajo, Native American","Navajo Indians--Traditions Coyote New Mexico; About Narrator: Student, retired from the military service.; Collection:U004: Southwest Oral History - BOX 2 ; Notes:Transcribed by Center of Southwest Studies staff on Feb. 17, 1993.;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",June,10,1974,Arthur Atwood Ballantine,David McComb,,,No general subjects listed.; About Narrator: No info provided.; Collection:U003 Box 1: Durango Oral Histories ; Notes:Durango Herald;,
Center of Southwest Studies,Audio,Contact Institution,February,14,1974,Arthur M. Wyatt,Duane A. Smith,"Durango, La Plata County","Local Business, Government","Business enterprises - Colorado - Durango- History, Politicians - Colorado, Durango (Colo.) - History; About Narrator: Former state representative from this region. Interview continued on Feb. 21 and Aug. 14, 1974; Collection:U003: Oral History Collection - BOX 22 ; Notes:Needs to be copied onto better quality tape. Release is signed by Smith and the Center's director, but not by Wyatt's heir(s);",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",August,14,1974,Arthur M. Wyatt,Duane A. Smith,"La Plata County, Durango, Bayfield",Government,"Colorado- Politics and government, Durango (Colo.) - History; About Narrator: No info provided.; Collection:U003: Oral History Collection - BOX 22 ; Notes:Continued from #328 tape 2, side B. Release is signed by Smith and the Center's director, but not by Wyatt's heir(s);",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",,,1976,Arthur M. Wyatt,Duane Smith,"Durango, La Plata County",,No general subjects listed.; About Narrator: No info provided.; Collection:U003: Durango Oral Histories ; Notes: 2/14/1974; 1974-08-14; 1976-02-02; 1976-06-24; 1986-03-20,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,February,26,1970,Arthur Robert W. Delany; Wyatt Delany,Dan Wilson,"Durango, La Plata County",Education & Schools,"Universities and colleges - Colorado - Durango, Southwest studies - Resources- Colorado, Durango (Colo.) History; About Narrator: San Juan Heritage KREZ television broadcast series. Topic: Center of Southwest Studies background and goals. Delaney discusses collection holdings; Collection:U001: FLC Oral Histories - BOX 30 ; Notes:Master tape is one reel to reel tape of a KREZ television program entitled Assignment 6. Series co-hosts were Robert Delaney himself and former state Representative and long-time resident of the San Juan Basin, Arthur Wyatt. Also present in the interview, Dan Wilson. Transcribed by Catherine Conrad on Feb. 13, 1996, and edited/formatted by Archivist. Release signed by Dr. Delaney and Center 1/98. Transcript copy given to his widow, Ria Delaney, at the dedication of the Delaney plaque in the Southwest Research Library on Aug. 9, 2002.
; Found in Box #30, updated tape #. TA 11/11/2020; there are two tapes listed in finding aid, though the Wyatt, Arthur entry lists # of audiotapes as ""0."" Duplicate entry moved to other tab and some information combined here. There is phsically only one tape in the box. LT 4/15/21",
